edge_id,transaction_id_a,transaction_id_b,shared_attribute_type,edge_weight,is_true_ring_pair
13919,1464282,15034496,device,2.0,False
13920,1464294,13628007,card_addr,1.0,False
13921,1466443,10757679,card_addr,1.0,False
13922,1466921,15307684,card_addr,1.0,False
13923,1467025,12678894,card_addr,1.0,False
13924,1467196,7425715,card_addr,1.0,False
13925,1467338,1494931,device,2.0,False
13926,1467338,1813110,device,2.0,False
13927,1467338,1842317,device,2.0,False
13928,1467338,2109538,device,2.0,False
13929,1467338,3394520,device,2.0,False
13930,1467338,3729440,device,2.0,False
13931,1467338,3780212,device,2.0,False
13932,1467338,3946675,device,2.0,False
13933,1467338,4202153,device,2.0,False
13934,1467338,4678506,device,2.0,False
13935,1467338,4705076,device,2.0,False
13936,1467338,4914506,device,2.0,False
13937,1467338,4970823,device,2.0,False
13938,1467338,4971801,device,2.0,False
13939,1467338,5266097,device,2.0,False
13940,1467338,6673421,device,2.0,False
13941,1467338,7331413,device,2.0,False
13942,1467338,8161051,device,2.0,False
13943,1467338,8334417,device,2.0,False
13944,1467338,8819677,device,2.0,False
13945,1467338,9459790,device,2.0,False
13946,1467338,10278434,device,2.0,False
13947,1467338,10353192,device,2.0,False
13948,1467338,11834690,device,2.0,False
13949,1467338,12003135,device,2.0,False
13950,1467338,12025778,device,2.0,False
13951,1467338,13154307,device,2.0,False
13952,1467338,13396097,device,2.0,False
13953,1467338,13948019,device,2.0,False
13954,1467338,14352615,device,2.0,False
13955,1467338,15455852,device,2.0,False
13956,1467338,15968894,device,2.0,False
13957,1467338,16308431,device,2.0,False
13958,1467338,16338047,device,2.0,False
13959,1467514,15572422,card_addr,1.0,False
13960,1468096,8499619,card_addr,1.0,False
13961,1469132,3536555,device,2.0,False
13962,1469132,4207366,device,2.0,False
13963,1469546,1507696,device,2.0,False
13964,1469546,1552161,device,2.0,False
13965,1469546,1612510,device,2.0,False
13966,1469546,1721144,device,2.0,False
13967,1469546,2066903,device,2.0,False
13968,1469546,2943883,device,2.0,False
13969,1469546,2951629,device,2.0,False
13970,1469546,3754155,device,2.0,False
13971,1469546,3823830,device,2.0,False
13972,1469546,3863624,device,2.0,False
13973,1469546,4384025,device,2.0,False
13974,1469546,4622950,device,2.0,False
13975,1469546,5420400,device,2.0,False
13976,1469546,5682361,device,2.0,False
13977,1469546,5973239,device,2.0,False
13978,1469546,6195013,device,2.0,False
13979,1469546,6203461,device,2.0,False
13980,1469546,7197211,device,2.0,False
13981,1469546,7424992,device,2.0,False
13982,1469546,7577278,device,2.0,False
13983,1469546,7896558,device,2.0,False
13984,1469546,8459851,device,2.0,False
13985,1469546,8473222,device,2.0,False
13986,1469546,8907865,device,2.0,False
13987,1469546,8969592,device,2.0,False
13988,1469546,9291632,device,2.0,False
13989,1469546,9966765,device,2.0,False
13990,1469546,11315055,device,2.0,False
13991,1469546,11525319,device,2.0,False
13992,1469546,12809949,device,2.0,False
13993,1469546,13134767,device,2.0,False
13994,1469546,13543265,device,2.0,False
13995,1469546,13699980,device,2.0,False
13996,1469546,14375724,device,2.0,False
13997,1469546,15361288,device,2.0,False
13998,1469546,15440076,device,2.0,False
13999,1469546,15581246,device,2.0,False
14000,1469546,15705751,device,2.0,False
14001,1469546,15820220,device,2.0,False
14002,1469702,3601304,card_addr,1.0,False
14003,1470511,15523802,card_addr,1.0,False
14004,1470638,13576851,card_addr,1.0,False
14005,1471251,16050754,card_addr,1.0,False
14006,1471256,3059189,device,2.0,False
14007,1471256,3943552,device,2.0,False
14008,1471256,5461787,device,2.0,False
14009,1471256,7176957,device,2.0,False
14010,1471256,7602797,device,2.0,False
14011,1471256,7681221,device,2.0,False
14012,1471256,8202477,device,2.0,False
14013,1471256,9602044,device,2.0,False
14014,1471256,10124331,device,2.0,False
14015,1471256,11479193,device,2.0,False
14016,1471256,13632206,device,2.0,False
14017,1471256,15489267,device,2.0,False
14018,1472991,3607312,device,2.0,False
14019,1472991,5380734,device,2.0,False
14020,1472991,5418599,device,2.0,False
14021,1472991,6624319,device,2.0,False
14022,1472991,6775746,device,2.0,False
14023,1472991,8696812,device,2.0,False
14024,1472991,12829523,device,2.0,False
14025,1472991,15387005,device,2.0,False
14026,1473316,10655157,device,2.0,False
14027,1473316,10848458,device,2.0,False
14028,1474765,11393755,card_addr,1.0,False
14029,1475453,1706328,device,2.0,False
14030,1475453,1743579,device,2.0,False
14031,1475453,3410646,device,2.0,False
14032,1475453,4958205,device,2.0,False
14033,1475453,8439877,device,2.0,False
14034,1475453,9017429,device,2.0,False
14035,1475453,9522980,device,2.0,False
14036,1475453,12375217,device,2.0,False
14037,1475453,14667100,device,2.0,False
14038,1475453,14728081,device,2.0,False
14039,1475989,12233518,card_addr,1.0,False
14040,1476667,8760941,card_addr,1.0,False
14041,1478141,3514115,card_addr,1.0,False
14042,1478799,4614834,card_addr,1.0,False
14043,1478914,9421145,card_addr,1.0,False
14044,1478941,9597886,card_addr,1.0,False
14045,1480070,8459119,card_addr,1.0,False
14046,1480466,3175204,card_addr,1.0,False
14047,1481131,16415787,card_addr,1.0,False
14048,1481499,16302869,card_addr,1.0,False
14049,1481677,10349361,device,2.0,False
14050,1481677,10403959,device,2.0,False
14051,1481868,1948563,device,2.0,False
14052,1481868,3187936,device,2.0,False
14053,1481868,3198809,device,2.0,False
14054,1481868,3500007,device,2.0,False
14055,1481868,4448767,device,2.0,False
14056,1481868,4542685,device,2.0,False
14057,1481868,4836487,device,2.0,False
14058,1481868,5444121,device,2.0,False
14059,1481868,5692317,device,2.0,False
14060,1481868,5768135,device,2.0,False
14061,1481868,6881586,device,2.0,False
14062,1481868,7020859,device,2.0,False
14063,1481868,7233033,device,2.0,False
14064,1481868,7371807,device,2.0,False
14065,1481868,7547720,device,2.0,False
14066,1481868,7774619,device,2.0,False
14067,1481868,8492728,device,2.0,False
14068,1481868,10490993,device,2.0,False
14069,1481868,10512360,device,2.0,False
14070,1481868,10548345,device,2.0,False
14071,1481868,11030022,device,2.0,False
14072,1481868,11344231,device,2.0,False
14073,1481868,11437772,device,2.0,False
14074,1481868,11723839,device,2.0,False
14075,1481868,11953955,device,2.0,False
14076,1481868,12032796,device,2.0,False
14077,1481868,12549533,device,2.0,False
14078,1481868,13168237,device,2.0,False
14079,1481868,13325865,device,2.0,False
14080,1481868,14328329,device,2.0,False
14081,1481868,14457568,device,2.0,False
14082,1481868,14859462,device,2.0,False
14083,1481868,15685234,device,2.0,False
14084,1481868,15790659,device,2.0,False
14085,1481868,16134733,device,2.0,False
14086,1481868,16469354,device,2.0,False
14087,1481868,16687621,device,2.0,False
14088,1482821,13672454,card_addr,1.0,False
14089,1482941,3527859,card_addr,1.0,False
14090,1483638,4484305,device,2.0,False
14091,1483638,5356123,device,2.0,False
14092,1483638,5552898,device,2.0,False
14093,1483638,9067330,device,2.0,False
14094,1483638,11488530,device,2.0,False
14095,1483638,16421182,card_addr,1.0,False
14096,1483885,6286659,device,2.0,False
14097,1483885,7372228,device,2.0,False
14098,1484472,3495210,card_addr,1.0,True
14099,1484472,11274492,card_addr,1.0,True
14100,1484472,12685157,card_addr,1.0,True
14101,1484510,13837632,card_addr,1.0,False
14102,1484677,14347432,card_addr,1.0,False
14103,1486213,9316609,card_addr,1.0,False
14104,1486673,2218003,device,2.0,False
14105,1486673,2637369,device,2.0,False
14106,1486673,4825253,device,2.0,False
14107,1486673,5420663,device,2.0,False
14108,1486673,6167210,device,2.0,False
14109,1486673,6185593,device,2.0,False
14110,1486673,7050231,device,2.0,False
14111,1486673,8220919,device,2.0,False
14112,1486673,8600547,device,2.0,False
14113,1486673,8908596,device,2.0,False
14114,1486673,9950032,device,2.0,False
14115,1486673,9963051,device,2.0,False
14116,1486673,11813036,device,2.0,False
14117,1486673,11900382,device,2.0,False
14118,1486673,15789856,device,2.0,False
14119,1486673,16387204,device,2.0,False
14120,1486680,1665884,device,2.0,False
14121,1486680,1779553,device,2.0,False
14122,1486680,4001355,device,2.0,False
14123,1486680,5282938,device,2.0,False
14124,1486680,6679653,device,2.0,False
14125,1486680,10225263,device,2.0,False
14126,1486680,10225588,device,2.0,False
14127,1486680,11010111,device,2.0,False
14128,1486680,11306459,device,2.0,False
14129,1486680,12014003,device,2.0,False
14130,1486680,13551543,device,2.0,False
14131,1486680,15246895,device,2.0,False
14132,1486680,16543146,device,2.0,False
14133,1488022,1701686,device,2.0,False
14134,1488022,1839558,device,2.0,False
14135,1488022,1902186,device,2.0,False
14136,1488022,2775818,device,2.0,False
14137,1488022,2929282,device,2.0,False
14138,1488022,3163986,device,2.0,False
14139,1488022,3216938,device,2.0,False
14140,1488022,4094123,device,2.0,False
14141,1488022,4108570,device,2.0,False
14142,1488022,4225216,device,2.0,False
14143,1488022,4728975,device,2.0,False
14144,1488022,5249654,device,2.0,False
14145,1488022,5507903,device,2.0,False
14146,1488022,6702975,device,2.0,False
14147,1488022,7187464,device,2.0,False
14148,1488022,7696828,device,2.0,False
14149,1488022,8608383,device,2.0,False
14150,1488022,8971049,device,2.0,False
14151,1488022,10093116,device,2.0,False
14152,1488022,10304763,device,2.0,False
14153,1488022,10474525,device,2.0,False
14154,1488022,10518672,device,2.0,False
14155,1488022,10617636,device,2.0,False
14156,1488022,11461124,device,2.0,False
14157,1488022,11643437,device,2.0,False
14158,1488022,11832242,device,2.0,False
14159,1488022,11846428,device,2.0,False
14160,1488022,11948260,device,2.0,False
14161,1488022,12764043,device,2.0,False
14162,1488022,12821271,device,2.0,False
14163,1488022,12872504,device,2.0,False
14164,1488022,13165421,device,2.0,False
14165,1488022,13637738,device,2.0,False
14166,1488022,14205202,device,2.0,False
14167,1488022,14220295,device,2.0,False
14168,1488022,14489066,device,2.0,False
14169,1488022,14578511,device,2.0,False
14170,1488022,15464424,device,2.0,False
14171,1488022,16642587,device,2.0,False
14172,1488686,6807390,card_addr,1.0,False
14173,1488686,8379245,card_addr,1.0,False
14174,1488715,3490340,device,2.0,False
14175,1489115,7115418,card_addr,1.0,False
14176,1489488,2126749,device,2.0,False
14177,1489488,2127806,device,2.0,False
14178,1489488,2884061,device,2.0,False
14179,1489488,3316231,device,2.0,False
14180,1489488,3616934,device,2.0,False
14181,1489488,4958956,device,2.0,False
14182,1489488,5090749,device,2.0,False
14183,1489488,5196944,device,2.0,False
14184,1489488,5443638,device,2.0,False
14185,1489488,6310320,device,2.0,False
14186,1489488,6312602,device,2.0,False
14187,1489488,6343483,device,2.0,False
14188,1489488,6702475,device,2.0,False
14189,1489488,7095280,device,2.0,False
14190,1489488,7384241,device,2.0,False
14191,1489488,7734208,device,2.0,False
14192,1489488,8470375,device,2.0,False
14193,1489488,9490007,device,2.0,False
14194,1489488,10259691,device,2.0,False
14195,1489488,10384874,device,2.0,False
14196,1489488,10668108,device,2.0,False
14197,1489488,11254104,device,2.0,False
14198,1489488,11770907,device,2.0,False
14199,1489488,11824220,device,2.0,False
14200,1489488,11928351,device,2.0,False
14201,1489488,12494765,device,2.0,False
14202,1489488,12542957,device,2.0,False
14203,1489488,12689922,device,2.0,False
14204,1489488,12796499,device,2.0,False
14205,1489488,13088953,device,2.0,False
14206,1489488,13325567,device,2.0,False
14207,1489488,14084083,device,2.0,False
14208,1489488,14422185,device,2.0,False
14209,1489488,14540499,device,2.0,False
14210,1489488,14836656,device,2.0,False
14211,1489488,16007897,device,2.0,False
14212,1489488,16261415,device,2.0,False
14213,1489488,16417334,device,2.0,False
14214,1489488,16448575,device,2.0,False
14215,1490316,3018596,device,2.0,False
14216,1490316,3051870,device,2.0,False
14217,1490316,8741864,device,2.0,False
14218,1490316,9236064,device,2.0,False
14219,1490316,10310993,device,2.0,False
14220,1490316,12149103,device,2.0,False
14221,1490316,13479203,device,2.0,False
14222,1490316,14130306,device,2.0,False
14223,1490316,14911480,device,2.0,False
14224,1490316,15400508,device,2.0,False
14225,1490316,16473331,device,2.0,False
14226,1490470,2142935,card_addr,1.0,False
14227,1490536,3279908,card_addr,1.0,False
14228,1491381,8514146,device,2.0,False
14229,1491381,9339756,device,2.0,False
14230,1491381,10880634,device,2.0,False
14231,1491381,12284024,device,2.0,False
14232,1491381,12330325,device,2.0,False
14233,1491381,13199074,device,2.0,False
14234,1491381,14326432,device,2.0,False
14235,1491724,13527248,card_addr,1.0,False
14236,1493340,5966463,device,2.0,False
14237,1493340,9123761,device,2.0,False
14238,1493340,13556314,device,2.0,False
14239,1493489,6668557,card_addr,1.0,False
14240,1494064,9819706,card_addr,1.0,False
14241,1494437,11604281,card_addr,1.0,False
14242,1494505,16010341,card_addr,1.0,False
14243,1494686,16420960,card_addr,1.0,False
14244,1494807,5188687,card_addr,1.0,False
14245,1494820,13015760,card_addr,1.0,False
14246,1494931,1813110,device,2.0,False
14247,1494931,1842317,device,2.0,False
14248,1494931,2109538,device,2.0,False
14249,1494931,3394520,device,2.0,False
14250,1494931,3729440,device,2.0,False
14251,1494931,3780212,device,2.0,False
14252,1494931,3946675,device,2.0,False
14253,1494931,4202153,device,2.0,False
14254,1494931,4678506,device,2.0,False
14255,1494931,4705076,device,2.0,False
14256,1494931,4914506,device,2.0,False
14257,1494931,4970823,device,2.0,False
14258,1494931,4971801,device,2.0,False
14259,1494931,5266097,device,2.0,False
14260,1494931,6673421,device,2.0,False
14261,1494931,7331413,device,2.0,False
14262,1494931,8161051,device,2.0,False
14263,1494931,8334417,device,2.0,False
14264,1494931,8819677,device,2.0,False
14265,1494931,9459790,device,2.0,False
14266,1494931,10278434,device,2.0,False
14267,1494931,10353192,device,2.0,False
14268,1494931,11834690,device,2.0,False
14269,1494931,12003135,device,2.0,False
14270,1494931,12025778,device,2.0,False
14271,1494931,13154307,device,2.0,False
14272,1494931,13396097,device,2.0,False
14273,1494931,13948019,device,2.0,False
14274,1494931,14352615,device,2.0,False
14275,1494931,15455852,device,2.0,False
14276,1494931,15968894,device,2.0,False
14277,1494931,16308431,device,2.0,False
14278,1494931,16338047,device,2.0,False
14279,1495211,9734291,card_addr,1.0,False
14280,1495382,11300369,device,2.0,False
14281,1496639,15222864,card_addr,1.0,False
14282,1496879,6371265,card_addr,1.0,False
14283,1497304,3504780,device,2.0,False
14284,1497304,5293201,device,2.0,False
14285,1497304,5874000,device,2.0,False
14286,1497304,8207422,device,2.0,False
14287,1497304,8377619,device,2.0,False
14288,1497304,8705364,device,2.0,False
14289,1497304,9517567,device,2.0,False
14290,1497304,14854341,device,2.0,False
14291,1497827,8079522,card_addr,1.0,False
14292,1498010,2315961,device,2.0,False
14293,1498010,3911844,device,2.0,False
14294,1498010,4262615,device,2.0,False
14295,1498010,5221985,device,2.0,False
14296,1498010,5548920,device,2.0,False
14297,1498010,6153796,device,2.0,False
14298,1498010,6683940,device,2.0,False
14299,1498010,9666021,device,2.0,False
14300,1498010,9972684,device,2.0,False
14301,1498010,10115886,device,2.0,False
14302,1498010,10744804,device,2.0,False
14303,1498010,10881179,device,2.0,False
14304,1498010,12400285,device,2.0,False
14305,1498010,12420102,device,2.0,False
14306,1498010,13207041,device,2.0,False
14307,1498010,15948506,device,2.0,False
14308,1498010,16277136,device,2.0,False
14309,1498292,6499275,card_addr,1.0,False
14310,1498501,8938641,card_addr,1.0,False
14311,1498754,8653955,card_addr,1.0,False
14312,1501159,3318449,card_addr,1.0,False
14313,1501516,15360435,card_addr,1.0,False
14314,1501536,8724261,card_addr,1.0,False
14315,1501908,2422032,card_addr,1.0,False
14316,1502042,2309923,device,2.0,False
14317,1502042,4443013,device,2.0,False
14318,1502042,7777589,device,2.0,False
14319,1502042,8591830,device,2.0,False
14320,1502042,9390590,device,2.0,False
14321,1502042,10598769,device,2.0,False
14322,1502042,12463255,device,2.0,False
14323,1502042,14255399,device,2.0,False
14324,1502042,14676419,device,2.0,False
14325,1502042,15405629,device,2.0,False
14326,1502179,1981616,device,2.0,False
14327,1502179,2710949,device,2.0,False
14328,1502179,5079325,device,2.0,False
14329,1502179,5599316,device,2.0,False
14330,1502179,6181509,device,2.0,False
14331,1502179,7531762,device,2.0,False
14332,1502179,8967494,device,2.0,False
14333,1502179,10371999,device,2.0,False
14334,1502179,10512969,device,2.0,False
14335,1502179,10617031,device,2.0,False
14336,1502179,14326700,device,2.0,False
14337,1502179,16111627,device,2.0,False
14338,1502601,6662548,card_addr,1.0,False
14339,1503867,2468129,device,2.0,False
14340,1503867,3471580,device,2.0,False
14341,1503867,4288952,device,2.0,False
14342,1503867,4352746,device,2.0,False
14343,1503867,4559081,device,2.0,False
14344,1503867,5999537,device,2.0,False
14345,1503867,6121051,device,2.0,False
14346,1503867,10317791,device,2.0,False
14347,1504246,16011385,card_addr,1.0,False
14348,1504533,1595411,device,2.0,False
14349,1504533,1824007,device,2.0,False
14350,1504533,1927436,device,2.0,False
14351,1504533,3444014,device,2.0,False
14352,1504533,4368831,device,2.0,False
14353,1504533,5047271,device,2.0,False
14354,1504533,5226338,device,2.0,False
14355,1504533,5322694,device,2.0,False
14356,1504533,5658156,device,2.0,False
14357,1504533,5805930,device,2.0,False
14358,1504533,7508088,device,2.0,False
14359,1504533,7977242,device,2.0,False
14360,1504533,8257052,device,2.0,False
14361,1504533,8837909,device,2.0,False
14362,1504533,9506093,device,2.0,False
14363,1504533,9679274,device,2.0,False
14364,1504533,11985075,device,2.0,False
14365,1504533,12166020,device,2.0,False
14366,1504533,12349446,device,2.0,False
14367,1504533,14191355,device,2.0,False
14368,1505099,16374735,device,2.0,False
14369,1505219,1807017,device,2.0,False
14370,1505219,1957633,device,2.0,False
14371,1505219,3314531,device,2.0,False
14372,1505219,5272620,device,2.0,False
14373,1505219,5828819,device,2.0,False
14374,1505219,6598330,device,2.0,False
14375,1505219,6695187,device,2.0,False
14376,1505219,7309984,device,2.0,False
14377,1505219,7437429,device,2.0,False
14378,1505219,8252772,device,2.0,False
14379,1505219,8659364,device,2.0,False
14380,1505219,9053923,device,2.0,False
14381,1505219,11319847,device,2.0,False
14382,1505219,11571024,device,2.0,False
14383,1505219,11591440,device,2.0,False
14384,1505219,12394859,device,2.0,False
14385,1505219,12537132,device,2.0,False
14386,1505219,12626318,device,2.0,False
14387,1505219,13018331,device,2.0,False
14388,1505219,13111501,device,2.0,False
14389,1505219,14378620,device,2.0,False
14390,1505219,14678319,device,2.0,False
14391,1505219,15214154,device,2.0,False
14392,1505219,15693483,device,2.0,False
14393,1505219,16056161,device,2.0,False
14394,1505219,16161771,device,2.0,False
14395,1505219,16368484,device,2.0,False
14396,1505219,16578401,device,2.0,False
14397,1506051,2156670,device,2.0,False
14398,1506051,10297099,device,2.0,False
14399,1506057,10008631,card_addr,1.0,False
14400,1506972,15154141,card_addr,1.0,False
14401,1507696,1552161,device,2.0,False
14402,1507696,1612510,device,2.0,False
14403,1507696,1721144,device,2.0,False
14404,1507696,2066903,device,2.0,False
14405,1507696,2943883,device,2.0,False
14406,1507696,2951629,device,2.0,False
14407,1507696,3754155,device,2.0,False
14408,1507696,3823830,device,2.0,False
14409,1507696,3863624,device,2.0,False
14410,1507696,4384025,device,2.0,False
14411,1507696,4622950,device,2.0,False
14412,1507696,5420400,device,2.0,False
14413,1507696,5682361,device,2.0,False
14414,1507696,5973239,device,2.0,False
14415,1507696,6195013,device,2.0,False
14416,1507696,6203461,device,2.0,False
14417,1507696,7197211,device,2.0,False
14418,1507696,7424992,device,2.0,False
14419,1507696,7577278,device,2.0,False
14420,1507696,7896558,device,2.0,False
14421,1507696,8459851,device,2.0,False
14422,1507696,8473222,device,2.0,False
14423,1507696,8907865,device,2.0,False
14424,1507696,8969592,device,2.0,False
14425,1507696,9291632,device,2.0,False
14426,1507696,9966765,device,2.0,False
14427,1507696,11315055,device,2.0,False
14428,1507696,11525319,device,2.0,False
14429,1507696,12809949,device,2.0,False
14430,1507696,13134767,device,2.0,False
14431,1507696,13543265,device,2.0,False
14432,1507696,13699980,device,2.0,False
14433,1507696,14375724,device,2.0,False
14434,1507696,15361288,device,2.0,False
14435,1507696,15440076,device,2.0,False
14436,1507696,15581246,device,2.0,False
14437,1507696,15705751,device,2.0,False
14438,1507696,15820220,device,2.0,False
14439,1507778,12557157,card_addr,1.0,False
14440,1508252,11348474,card_addr,1.0,False
14441,1509069,6605645,card_addr,1.0,False
14442,1509136,12099333,card_addr,1.0,False
14443,1510383,2884467,card_addr,1.0,False
14444,1510388,5383623,card_addr,1.0,False
14445,1512499,16442722,card_addr,1.0,False
14446,1512750,8752880,device,2.0,False
14447,1513087,2652423,card_addr,1.0,False
14448,1513125,13240772,card_addr,1.0,False
14449,1513373,15053424,card_addr,1.0,False
14450,1516221,9197015,card_addr,1.0,False
14451,1516995,12354273,card_addr,1.0,False
14452,1517167,13246026,card_addr,1.0,False
14453,1517443,6300205,card_addr,1.0,False
14454,1518018,16058615,card_addr,1.0,False
14455,1518134,11848695,card_addr,1.0,False
14456,1518619,1935020,card_addr,1.0,False
14457,1519412,8191348,card_addr,1.0,False
14458,1520473,1686730,device,2.0,False
14459,1520473,1718276,device,2.0,False
14460,1520473,2578464,device,2.0,False
14461,1520473,2628819,device,2.0,False
14462,1520473,2987490,device,2.0,False
14463,1520473,3331390,device,2.0,False
14464,1520473,4441689,device,2.0,False
14465,1520473,4864660,device,2.0,False
14466,1520473,4909051,device,2.0,False
14467,1520473,6410060,device,2.0,False
14468,1520473,6580197,device,2.0,False
14469,1520473,7402861,device,2.0,False
14470,1520473,7978232,device,2.0,False
14471,1520473,8346981,device,2.0,False
14472,1520473,9075867,device,2.0,False
14473,1520473,9565040,device,2.0,False
14474,1520473,10948266,device,2.0,False
14475,1520473,11341718,device,2.0,False
14476,1520473,11460300,device,2.0,False
14477,1520473,13228620,device,2.0,False
14478,1520473,13325723,device,2.0,False
14479,1520473,13671542,device,2.0,False
14480,1520473,13874758,device,2.0,False
14481,1520473,14241195,device,2.0,False
14482,1520473,14363087,device,2.0,False
14483,1520473,14382076,device,2.0,False
14484,1520473,16495892,device,2.0,False
14485,1520473,16718635,device,2.0,False
14486,1522875,1830167,card_addr,1.0,False
14487,1523271,12326199,card_addr,1.0,False
14488,1524012,2268158,device,2.0,False
14489,1524012,2544985,device,2.0,False
14490,1524012,2555918,device,2.0,False
14491,1524012,3150416,device,2.0,False
14492,1524012,3699461,device,2.0,False
14493,1524012,4506798,device,2.0,False
14494,1524012,5095180,device,2.0,False
14495,1524012,5450526,device,2.0,False
14496,1524012,6288287,device,2.0,False
14497,1524012,6928995,device,2.0,False
14498,1524012,7527023,device,2.0,False
14499,1524012,7640240,device,2.0,False
14500,1524012,7651541,device,2.0,False
14501,1524012,7683585,device,2.0,False
14502,1524012,8365611,device,2.0,False
14503,1524012,8575981,device,2.0,False
14504,1524012,9273583,device,2.0,False
14505,1524012,9290797,device,2.0,False
14506,1524012,10194046,device,2.0,False
14507,1524012,10277413,device,2.0,False
14508,1524012,10349207,device,2.0,False
14509,1524012,10353178,device,2.0,False
14510,1524012,11086147,device,2.0,False
14511,1524012,11762718,device,2.0,False
14512,1524012,12607208,device,2.0,False
14513,1524012,13864871,device,2.0,False
14514,1524012,14007287,device,2.0,False
14515,1524012,14092546,device,2.0,False
14516,1524012,14155570,device,2.0,False
14517,1524012,14642542,device,2.0,False
14518,1524012,14652196,device,2.0,False
14519,1524012,14754868,device,2.0,False
14520,1524012,14891474,device,2.0,False
14521,1524012,15048762,device,2.0,False
14522,1524012,15516747,device,2.0,False
14523,1524012,15567356,device,2.0,False
14524,1524012,16153963,device,2.0,False
14525,1524279,2115130,device,2.0,False
14526,1524279,2364144,device,2.0,False
14527,1524279,2560828,device,2.0,False
14528,1524279,4241679,device,2.0,False
14529,1524279,4860725,device,2.0,False
14530,1524279,5298798,device,2.0,False
14531,1524279,6980085,device,2.0,False
14532,1524279,7107606,device,2.0,False
14533,1524279,7178497,device,2.0,False
14534,1524279,9189053,device,2.0,False
14535,1524279,10299035,device,2.0,False
14536,1524279,10498210,device,2.0,False
14537,1524279,10749837,device,2.0,False
14538,1524279,10943112,device,2.0,False
14539,1524279,11009653,device,2.0,False
14540,1524279,11694418,device,2.0,False
14541,1524279,12506170,device,2.0,False
14542,1524279,14238123,device,2.0,False
14543,1524279,14489778,device,2.0,False
14544,1524279,16701083,device,2.0,False
14545,1524279,16776755,device,2.0,False
14546,1525572,7869182,card_addr,1.0,False
14547,1525734,8245143,card_addr,1.0,False
14548,1527168,10307433,card_addr,1.0,False
14549,1527245,9892524,card_addr,1.0,False
14550,1527673,1780238,device,2.0,False
14551,1527673,2227060,device,2.0,False
14552,1527673,3655629,device,2.0,False
14553,1527673,4782611,device,2.0,False
14554,1527673,4905593,device,2.0,False
14555,1527673,6346336,device,2.0,False
14556,1527673,7513753,device,2.0,False
14557,1527673,8296553,device,2.0,False
14558,1527673,8791832,device,2.0,False
14559,1527673,9587108,device,2.0,False
14560,1527673,10233404,device,2.0,False
14561,1527673,12321948,device,2.0,False
14562,1527673,13593069,device,2.0,False
14563,1527673,14819021,device,2.0,False
14564,1527673,15008890,device,2.0,False
14565,1527673,15958511,device,2.0,False
14566,1530641,11596350,card_addr,1.0,False
14567,1533997,4349075,card_addr,1.0,False
14568,1534854,2035750,card_addr,1.0,False
14569,1534858,12792394,card_addr,1.0,False
14570,1536949,4271534,card_addr,1.0,False
14571,1538105,6542669,card_addr,1.0,False
14572,1538167,15088938,card_addr,1.0,False
14573,1539135,2469754,card_addr,1.0,False
14574,1539423,5078965,card_addr,1.0,False
14575,1539893,8509997,card_addr,1.0,False
14576,1540028,12933137,card_addr,1.0,False
14577,1540059,4859016,device,2.0,False
14578,1540059,6461797,device,2.0,False
14579,1540059,10654964,device,2.0,False
14580,1540059,11324095,device,2.0,False
14581,1540059,12799979,device,2.0,False
14582,1540059,13308370,device,2.0,False
14583,1540059,15956425,device,2.0,False
14584,1540450,4239563,card_addr,1.0,False
14585,1541040,2025113,device,2.0,False
14586,1541040,3592730,device,2.0,False
14587,1541040,6042916,device,2.0,False
14588,1541040,6307291,device,2.0,False
14589,1541040,7252756,device,2.0,False
14590,1541040,8179816,device,2.0,False
14591,1541040,8311987,device,2.0,False
14592,1541040,9692798,device,2.0,False
14593,1541040,12141026,device,2.0,False
14594,1541040,14723962,device,2.0,False
14595,1541040,14955733,device,2.0,False
14596,1541738,10280674,card_addr,1.0,False
14597,1541743,4122052,device,2.0,False
14598,1541743,8858483,device,2.0,False
14599,1541743,10216707,device,2.0,False
14600,1541743,10706622,device,2.0,False
14601,1541743,11982036,device,2.0,False
14602,1541743,13167799,device,2.0,False
14603,1541743,13285957,device,2.0,False
14604,1541743,16225917,device,2.0,False
14605,1541743,16768265,device,2.0,False
14606,1542658,5148876,device,2.0,False
14607,1542658,5358092,device,2.0,False
14608,1542658,5644160,device,2.0,False
14609,1542658,8272489,device,2.0,False
14610,1542658,8339624,device,2.0,False
14611,1542658,9115335,device,2.0,False
14612,1542658,10292635,device,2.0,False
14613,1542658,11402294,device,2.0,False
14614,1542658,13506981,device,2.0,False
14615,1542658,14028522,device,2.0,False
14616,1542658,14602264,device,2.0,False
14617,1542658,15118299,device,2.0,False
14618,1542942,2157975,card_addr,1.0,False
14619,1543313,9089060,card_addr,1.0,False
14620,1543671,12002211,card_addr,1.0,False
14621,1545940,15237502,card_addr,1.0,False
14622,1546496,8848107,card_addr,1.0,False
14623,1547794,15749579,card_addr,1.0,False
14624,1548417,4020775,device,2.0,False
14625,1548417,5176013,device,2.0,False
14626,1548417,5600339,device,2.0,False
14627,1548417,6544766,device,2.0,False
14628,1548417,7365363,device,2.0,False
14629,1548417,9290360,device,2.0,False
14630,1548417,10851304,device,2.0,False
14631,1548417,11210036,device,2.0,False
14632,1548417,11844189,device,2.0,False
14633,1548417,13485893,device,2.0,False
14634,1548417,14894138,device,2.0,False
14635,1548417,16677138,device,2.0,False
14636,1549094,4157299,card_addr,1.0,False
